Record Length,1024,Points,0.0,5.43089962,
Sample Interval,49.32133865,Hz,49.32133865,7.830899239,
Trigger Point,0.0,Samples,98.642677307,1.4308994,
,,,147.9640198,-39.36910248,
,,,197.28535461,-42.16910172,
,,,246.60668945,-42.56909943,
Source,MATH,,295.92803955,-40.96910095,
Vertical Units,dB,,345.24935913,-40.56909943,
Vertical Scale,10.0000001,,394.57070923,-32.96910095,
Vertical Offset,-20,9691,,443.892059326,-29.76910019,
Horizontal Units,Hz,,493.213378906,-29.76910019,
Horizontal Scale,5.05050532E3,,542.534729004,-30.16910172,
Pt Fmt,Y,,591.856079102,-32.16910172,
Yzero,0.0,,641.177429199,-36.96910095,
,,,690.498718262,-40.16910172,
,,,739.820068359,-42.16910172,
Note,TDS 2012B - 12:07:22 p. m.   30/07/2025,,789.141418457,-40.96910095,
,,,838.462768555,-40.96910095,
,,,887.784118652,-34.96910095,
,,,937.105407715,-33.76910019,
,,,986.426757813,-34.96910095,
,,,1.0357482E3,-36.56909943,
,,,1.0850695E3,-36.16910172,
,,,1.1343908E3,-37.36910248,
,,,1.1837122E3,-42.16910172,
,,,1.2330335E3,-44.16910172,
,,,1.2823549E3,-42.96910095,
,,,1.3316762E3,-42.96910095,
,,,1.3809975E3,-32.96910095,
,,,1.4303189E3,-26.56910133,
,,,1.4796402E3,-25.76910019,
,,,1.5289616E3,-26.56910133,
,,,1.5782829E3,-29.36910057,
,,,1.6276042E3,-36.56909943,
,,,1.6769256E3,-41.76910019,
,,,1.7262469E3,-41.36910248,
,,,1.7755683E3,-40.96910095,
,,,1.8248896E3,-40.16910172,
,,,1.8742109E3,-36.16910172,
,,,1.9235323E3,-31.76910019,
,,,1.9728536E3,-32.56909943,
,,,2.0221750E3,-34.56909943,
,,,2.0714964E3,-36.96910095,
,,,2.1208177E3,-36.16910172,
,,,2.1701390E3,-40.96910095,
,,,2.2194603E3,-40.16910172,
,,,2.2687816E3,-35.76910019,
,,,2.3181031E3,-35.76910019,
,,,2.3674244E3,-17.3691006,
,,,2.4167457E3,230.89936376E-3,
,,,2.4660670E3,4.23089933,
,,,2.5153883E3,4.23089933,
,,,2.5647098E3,2.6308994,
,,,2.6140311E3,-7.769100666,
,,,2.6633524E3,-28.96910095,
,,,2.7126737E3,-33.36910248,
,,,2.76199500E3,-51.36910248,
,,,2.81131654E3,-37.76910019,
,,,2.86063783E3,-38.16910172,
,,,2.90995912E3,-30.16910172,
,,,2.95928041E3,-28.96910095,
,,,3.00860171E3,-30.16910172,
,,,3.05792324E3,-32.96910095,
,,,3.10724453E3,-36.56909943,
,,,3.15656582E3,-39.36910248,
,,,3.20588712E3,-41.36910248,
,,,3.25520841E3,-41.36910248,
,,,3.30452994E3,-40.56909943,
,,,3.35385123E3,-38.56909943,
,,,3.40317252E3,-41.36910248,
,,,3.45249382E3,-33.36910248,
,,,3.50181511E3,-31.36910057,
,,,3.55113664E3,-30.96910095,
,,,3.60045793E3,-34.16910172,
,,,3.64977923E3,-38.56909943,
,,,3.69910052E3,-40.96910095,
,,,3.74842181E3,-42.56909943,
,,,3.79774334E3,-41.36910248,
,,,3.84706464E3,-39.76910019,
,,,3.89638593E3,-28.56910133,
,,,3.94570722E3,-23.76910019,
,,,3.99502851E3,-23.76910019,
,,,4.04435005E3,-24.96910095,
,,,4.09367134E3,-32.16910172,
,,,4.14299287E3,-38.96910095,
,,,4.19231416E3,-42.16910172,
,,,4.24163546E3,-42.56909943,
,,,4.29095675E3,-42.56909943,
,,,4.34027804E3,-39.76910019,
,,,4.38959933E3,-36.56909943,
,,,4.43892062E3,-36.96910095,
,,,4.48824191E3,-38.16910172,
,,,4.53756320E3,-41.76910019,
,,,4.58688450E3,-40.16910172,
